,time,Ord_total_fees,Total_Inscriptions,Ordinals_Inscription,weight,daily_avg_size,Ave_tra_fee_rate,hour_market_TotalV,hour_market_TotalT,cnt,Ord_Size_Usage,Ord_vSize_Usage,Ord_hour_fees,hash_rate,num_addresses,tx_count,price,ma_50,ma_100,ma_200
0,2023-02-15,37.94040944,112921.0,741.5,27123827.166666668,2284562.731220839,11.6938602753741,54.93875922343749,0.1666666666666666,0.25,7810357.125,2005148.8333333333,0.3147361391666666,325.2159593965031,28539.95833333333,13560.833333333334,22693.288715277777,20618.6961375,18770.645780591996,18770.645780591996
1,2023-02-16,41.95692987,124277.0,473.1666666666667,29454932.45833333,2135737.264815229,9.929647823175326,164.1636084371528,0.5,0.7083333333333334,7420035.916666667,1888579.9583333333,0.1673550179166666,373.0947967274097,34364.041666666664,14362.958333333334,24622.594201388903,20778.067355555555,18829.75637070105,18829.75637070105
2,2023-02-17,44.75618018,131675.0,308.25,27458936.875,2052125.4155583757,10.011824995490109,533.3602126805555,0.6666666666666666,0.8333333333333334,5941526.041666667,1507239.1666666667,0.1166354295833334,336.0942869377886,32803.25,13385.833333333334,24022.23104166667,20926.529502083336,18881.68111741071,18881.68111741071
3,2023-02-18,46.69218762000001,142538.0,452.625,27791763.0,2086983.213543605,6.7418607829376045,2983.0636733431948,2.333333333333333,4.25,6388116.041666667,1629106.0833333333,0.0806669766666667,370.4922404380051,35399.166666666664,11533.25,24623.510034722214,21087.850514583337,18954.793503472218,18938.53090867122
4,2023-02-19,48.06624475000001,147700.0,215.08333333333331,26623438.916666668,2205158.5795527915,5.472383992716414,2276.0377717316587,2.083333333333333,3.75,8086423.916666667,2036678.9166666667,0.0572523804166666,372.8050936617827,29723.0,10016.916666666666,24653.03229166667,21249.34955138889,19030.149743055557,18994.55543203392
5,2023-02-20,50.28392506999999,152119.0,184.125,24296743.125,2240015.521186599,7.329538029192747,2177.4410836061456,1.9583333333333333,3.5,6218613.25,1567715.125,0.0924033466666666,322.39391635672786,27101.70833333333,11253.375,24663.43493055556,21411.300777777786,19108.333111111107,19049.59309706811
6,2023-02-21,51.45786690999998,159583.0,311.0,27502594.58333333,2105404.1228062543,6.533299331276976,2196.4484048118056,2.333333333333333,4.458333333333333,5510553.083333333,1399673.5833333333,0.0489142433333333,350.0358354837132,33515.041666666664,12102.375,24706.1765625,21571.478277777784,19188.67317256944,19103.983322697262
7,2023-02-22,52.55723407999998,163497.0,163.08333333333334,23296139.5,1868915.2049743435,8.00007829164855,1815.435507890625,1.9166666666666667,3.5416666666666665,2954868.2916666665,750291.4583333334,0.0458069654166666,305.479901078606,28538.83333333333,11763.291666666666,24035.229722222197,21718.22186458333,19264.214564236103,19150.947574121303
8,2023-02-23,54.28192956999997,167837.0,180.83333333333331,28453508.916666668,1992801.3106495384,6.909814646899494,4608.557698168056,4.208333333333333,6.833333333333333,5298219.625,1337222.375,0.0718623120833333,352.8086382519937,36179.79166666666,12113.666666666666,24145.694513888928,21864.367862500003,19337.279349652774,19198.06782827006
9,2023-02-24,54.99433516999997,173234.0,224.875,22447791.416666668,1949425.916585591,8.92042519245569,5871.669580939931,5.041666666666667,8.583333333333334,2920568.75,746067.9583333334,0.0296835666666666,310.1536569178756,28283.75,12273.416666666666,23655.850729166665,22000.59280555556,19406.706808680552,19239.729350708345
10,2023-02-25,55.76660365999995,180415.0,299.2083333333333,17805495.583333332,1741753.7862188695,9.31672699079802,5324.361215635938,5.791666666666667,9.458333333333334,2571275.083333333,664030.25,0.0321778537499999,234.54073433449372,21939.0,10767.208333333334,23080.2576388889,22125.504222916672,19471.304653125,19275.28979782113
11,2023-02-26,57.09811312999994,194908.0,603.875,25947338.58333333,2011302.348576389,5.18474460463206,4588.447161144549,11.416666666666666,13.333333333333334,7475030.5,1912826.0,0.0554795612499998,344.2785867634606,27908.041666666668,11545.958333333334,23285.193194444422,22252.23211944445,19536.651041666664,19312.077902377307
12,2023-02-27,57.99549132999994,202846.0,330.75,21494220.375,1739977.9649526568,11.05265323009574,7444.840376513542,10.791666666666666,17.375,2237830.458333333,582977.9583333334,0.0373907583333332,333.8553727510254,28730.25,12197.833333333334,23466.00347222224,22382.42766319445,19604.694793055554,19349.840862103167
13,2023-02-28,59.07998698999995,218594.0,656.1666666666666,22630948.916666668,1866314.690748453,12.766893616916038,72655.69158586297,43.958333333333336,61.583333333333336,3460976.833333333,911683.6666666666,0.0451873191666666,350.97341998074324,27260.5,13848.25,23392.661145833445,22505.42798055557,19672.40533020833,19386.26266646109
14,2023-03-01,60.97578834999994,243419.0,1034.375,28292047.291666668,1936168.62208238,8.446926304180488,52001.638347901455,77.75,116.58333333333331,7181517.916666667,1869881.5833333333,0.0789917233333334,353.05099600710315,30949.58333333333,15913.833333333334,23605.436284722244,22631.6035027778,19747.82535208333,19423.933859481283
15,2023-03-02,62.47506769999992,258855.0,643.1666666666666,23630758.08333333,2144448.0064585614,10.897230744682489,40698.94596541717,114.66666666666669,179.875,5494920.791666667,1425353.7083333333,0.0624699729166666,356.85527354169386,25670.916666666668,13751.958333333334,23444.31940972223,22751.21093958335,19822.70355208333,19459.51249266926
16,2023-03-03,64.03953786999992,276936.0,753.375,27790046.916666668,1907868.424843284,10.271821699921464,25156.009846501747,100.25,153.75,5833415.5,1517758.4583333333,0.0651862570833332,351.2333594482984,32047.25,14803.041666666666,22436.794722222206,22833.17954444446,19882.26886770833,19485.62900345481
17,2023-03-04,65.65111207999992,296295.0,806.625,25128347.166666668,2121516.335389072,7.802807821829748,24067.477802932422,65.41666666666667,95.70833333333331,7017242.166666667,1816181.5,0.0671489254166666,371.2230686826206,25632.75,12762.5,22348.424097222167,22898.66833055557,19939.573600347223,19510.5228738354
18,2023-03-05,66.67878640999996,312296.0,666.7083333333334,25295033.45833333,2044394.7877363933,7.763461562060358,26192.504781846303,66.625,102.45833333333331,4678131.916666667,1219123.3333333333,0.0428197637499999,368.8009929211831,31244.291666666668,11943.25,22435.54625,22931.21705972224,19998.790472222223,19535.73859259544
19,2023-03-06,67.59426053999995,326290.0,583.0833333333334,21799912.375,1917187.5399661327,12.485897676319572,25433.00326163424,62.0,100.16666666666669,3285149.333333333,866486.6666666666,0.0381447554166666,326.3882623198726,25785.916666666668,13167.333333333334,22430.422604166677,22964.07499791668,20057.282188541667,19560.479481583232
20,2023-03-07,69.04358083999993,345063.0,782.2083333333334,27124351.625,1947369.4736984584,9.134725070714191,30053.4971870954,64.58333333333333,101.08333333333331,5938616.083333333,1543667.625,0.0603883458333331,370.2036108048053,31672.70833333333,15086.75,22344.070763888907,22989.97909305557,20115.09863090278,19584.06923821294
21,2023-03-08,70.30580761999994,353792.0,363.7083333333333,22132197.791666668,1905748.1489559384,13.299476718668894,22021.033338919024,44.66666666666666,72.75,4417791.791666667,1132116.125,0.0525927824999999,330.7957422068436,24966.166666666668,12187.208333333334,22068.441840277766,23007.24462361112,20173.465978472224,19604.94631890256
22,2023-03-09,74.61471438999996,385484.0,1320.5,22298669.95833333,1876393.681329935,22.666956798264483,14904.961674188397,41.75,65.16666666666667,3550235.625,1007671.625,0.1795377820833333,301.214723836917,25457.5,14035.583333333334,21436.989583333387,23013.154311111128,20223.55747256945,19620.213346106157
23,2023-03-10,76.49694092999997,399515.0,584.625,22629092.75,1781065.260493295,21.762688746197792,12496.90452729518,41.708333333333336,70.25,3296988.5,873158.5833333334,0.0784261058333332,310.6103967122557,27053.916666666668,13722.25,19983.43940972218,22995.57706111113,20254.328162152786,19623.215214400498
24,2023-03-11,78.62632170999998,424720.0,1050.2083333333333,27456393.666666668,2108944.0938243787,9.44804019132087,13709.74257644428,47.5,64.29166666666667,8652161.666666666,2239380.6666666665,0.0887241991666667,379.990638046085,27751.45833333333,13321.125,20320.750659722224,22975.809538888905,20286.84025486112,19628.93271805068
25,2023-03-12,80.36800100000002,442102.0,724.25,26788398.625,2395489.0679634693,7.254055610701555,12126.89492066002,49.708333333333336,73.66666666666667,9285723.208333334,2374749.6666666665,0.0725699704166665,386.5101065395202,26572.416666666668,11064.791666666666,20722.609583333327,22932.31500208335,20324.302430208336,19637.824399882244
26,2023-03-13,83.22677826000002,456670.0,607.0,26125071.125,2210132.763672868,9.947029462666949,12131.90025711467,39.958333333333336,62.208333333333336,6008009.625,1554340.0416666667,0.1191157191666664,366.2517753401302,28473.625,13879.458333333334,23053.17517361112,22936.8596652778,20384.92366979167,19665.36755128328
27,2023-03-14,84.03495676000003,463895.0,301.0416666666667,24295023.95833333,1904923.9054766467,17.532773136485602,9785.8352607985,41.54166666666666,62.75,2994794.0,774581.5,0.0336741041666666,346.3516162772492,29670.625,13662.166666666666,24855.05000000001,22976.98893263891,20463.15014756945,19706.88501087301
28,2023-03-15,86.09559071000001,484116.0,842.5416666666666,24298014.58333333,1817903.2101197627,14.216144507559322,10528.337399309738,53.41666666666666,77.08333333333333,4677898.166666667,1233334.3333333333,0.0858597479166665,326.5662898480072,28539.5,14377.458333333334,24666.40784722223,23010.599361805576,20537.89483229167,19746.24630322499
29,2023-03-16,89.80725087,490597.0,270.0416666666667,22131835.75,1999749.1674182408,14.0413155572733,8776.743055665534,46.208333333333336,61.29166666666666,4567851.75,1164984.0,0.1546525066666666,322.2966751667631,24470.166666666668,12293.708333333334,24700.16187499999,23050.09237291669,20614.72496076389,19785.253512451563
30,2023-03-17,92.98800274999998,502356.0,489.9583333333333,24462842.916666668,1947807.4707247764,18.35046726059973,11105.460890040553,25.20833333333333,38.458333333333336,3823273.4166666665,995575.2916666666,0.1325313283333332,342.7238340892298,30768.875,14117.625,26326.170312499973,23114.893238888904,20708.95721840278,19836.354424951944
31,2023-03-18,95.92180714999998,516604.0,593.6666666666666,26791501.875,1976684.302341716,11.34512311576403,7115.917495472746,16.5,26.125,8284751.208333333,2119199.208333333,0.12224185,368.6837869065848,28176.125,12370.416666666666,27391.538958333316,23202.39070347224,20813.485706944444,19894.92174691614
